TestID,Platform,GPU,Case,MBS,M,N,K,Dtype,Granularity,Check,Forward Time (ms),Forward TFLOPS,Backward Time (ms),Backward TFLOPS
16,ROCm,MI355X,Llama-2-70B,1,4096,8192,28672,fp8,blockwise,PASS,1.61,1196.50,3.84,1002.33
17,ROCm,MI355X,Llama-2-70B,2,8192,10240,8192,fp8,blockwise,PASS,0.96,1432.47,2.70,1018.45
18,ROCm,MI355X,Llama-2-70B,2,8192,8192,8192,fp8,blockwise,PASS,0.85,1295.29,2.17,1013.06
19,ROCm,MI355X,Llama-2-70B,2,8192,57344,8192,fp8,blockwise,PASS,5.74,1340.39,14.48,1063.07
20,ROCm,MI355X,Llama-2-70B,2,8192,8192,28672,fp8,blockwise,PASS,3.16,1218.13,7.31,1052.62
21,ROCm,MI355X,Llama-2-70B,4,16384,10240,8192,fp8,blockwise,PASS,1.94,1418.44,5.26,1044.19
22,ROCm,MI355X,Llama-2-70B,4,16384,8192,8192,fp8,blockwise,PASS,1.76,1251.46,4.25,1034.72
23,ROCm,MI355X,Llama-2-70B,4,16384,57344,8192,fp8,blockwise,PASS,11.12,1384.59,28.38,1084.91
24,ROCm,MI355X,Llama-2-70B,4,16384,8192,28672,fp8,blockwise,PASS,6.19,1243.10,14.35,1072.77
25,ROCm,MI355X,Llama-3.1-8B,1,8192,6144,4096,fp8,blockwise,PASS,0.31,1325.64,0.89,928.12
26,ROCm,MI355X,Llama-3.1-8B,1,8192,4096,4096,fp8,blockwise,PASS,0.21,1280.28,0.60,912.63
27,ROCm,MI355X,Llama-3.1-8B,1,8192,28672,4096,fp8,blockwise,PASS,1.34,1437.26,3.84,1002.33
28,ROCm,MI355X,Llama-3.1-8B,1,8192,4096,14336,fp8,blockwise,PASS,0.81,1182.17,2.06,935.17
29,ROCm,MI355X,Llama-3.1-8B,2,16384,6144,4096,fp8,blockwise,PASS,0.60,1368.53,1.78,925.25
30,ROCm,MI355X,Llama-3.1-8B,2,16384,4096,4096,fp8,blockwise,PASS,0.42,1302.85,1.25,877.96
31,ROCm,MI355X,Llama-3.1-8B,2,16384,28672,4096,fp8,blockwise,PASS,2.56,1500.90,7.48,1029.23
32,ROCm,MI355X,Llama-3.1-8B,2,16384,4096,14336,fp8,blockwise,PASS,1.63,1177.26,3.94,976.54
33,ROCm,MI355X,Llama-3.1-8B,4,32768,6144,4096,fp8,blockwise,PASS,1.27,1303.42,3.57,924.19
34,ROCm,MI355X,Llama-3.1-8B,4,32768,4096,4096,fp8,blockwise,PASS,0.97,1134.76,2.50,879.46
35,ROCm,MI355X,Llama-3.1-8B,4,32768,28672,4096,fp8,blockwise,PASS,5.12,1504.45,14.95,1029.60
36,ROCm,MI355X,Llama-3.1-8B,4,32768,4096,14336,fp8,blockwise,PASS,3.18,1210.47,7.89,975.67
37,ROCm,MI355X,Llama-3.1-405B,1,8192,18432,16384,fp8,blockwise,PASS,3.69,1340.76,8.98,1102.57
38,ROCm,MI355X,Llama-3.1-405B,1,8192,16384,16384,fp8,blockwise,PASS,3.30,1332.28,7.96,1104.39
39,ROCm,MI355X,Llama-3.1-405B,1,8192,106496,16384,fp8,blockwise,PASS,20.59,1388.40,51.73,1105.20
40,ROCm,MI355X,Llama-3.1-405B,1,8192,16384,53248,fp8,blockwise,PASS,11.15,1282.28,25.59,1117.20
41,ROCm,MI355X,Llama-3.1-405B,2,16384,18432,16384,fp8,blockwise,PASS,7.19,1376.47,17.98,1100.83
42,ROCm,MI355X,Llama-3.1-405B,2,16384,16384,16384,fp8,blockwise,PASS,6.76,1301.35,15.96,1101.97
43,ROCm,MI355X,Llama-3.1-405B,2,16384,106496,16384,fp8,blockwise,PASS,39.67,1441.35,100.93,1132.94
44,ROCm,MI355X,Llama-3.1-405B,2,16384,16384,53248,fp8,blockwise,PASS,22.12,1292.42,51.07,1119.61
45,ROCm,MI355X,Llama-3.1-405B,4,32768,18432,16384,fp8,blockwise,PASS,14.48,1367.05,36.46,1085.79
46,ROCm,MI355X,Llama-3.1-405B,4,32768,16384,16384,fp8,blockwise,PASS,13.22,1331.19,32.40,1085.79
47,ROCm,MI355X,Llama-3.1-405B,4,32768,106496,16384,fp8,blockwise,PASS,78.09,1464.25,209.22,1093.09
48,ROCm,MI355X,Llama-3.1-405B,4,32768,16384,53248,fp8,blockwise,PASS,43.62,1310.64,104.35,1095.79
49,ROCm,MI355X,Qwen2.5-7B,1,8192,4608,3584,fp8,blockwise,PASS,0.24,1147.09,0.65,837.58
50,ROCm,MI355X,Qwen2.5-7B,1,8192,3584,3584,fp8,blockwise,PASS,0.20,1067.67,0.56,752.36
51,ROCm,MI355X,Qwen2.5-7B,1,8192,37888,3584,fp8,blockwise,PASS,1.60,1386.83,4.91,905.68
52,ROCm,MI355X,Qwen2.5-7B,1,8192,3584,18944,fp8,blockwise,PASS,1.01,1104.23,2.47,900.57
53,ROCm,MI355X,Qwen2.5-7B,2,16384,4608,3584,fp8,blockwise,PASS,0.41,1311.89,1.27,849.70
54,ROCm,MI355X,Qwen2.5-7B,2,16384,3584,3584,fp8,blockwise,PASS,0.33,1257.33,1.08,777.69
55,ROCm,MI355X,Qwen2.5-7B,2,16384,37888,3584,fp8,blockwise,PASS,3.11,1429.16,9.04,984.46
56,ROCm,MI355X,Qwen2.5-7B,2,16384,3584,18944,fp8,blockwise,PASS,1.79,1242.47,4.69,947.77
57,ROCm,MI355X,Qwen2.5-7B,4,32768,4608,3584,fp8,blockwise,PASS,0.87,1238.46,2.52,860.56
58,ROCm,MI355X,Qwen2.5-7B,4,32768,3584,3584,fp8,blockwise,PASS,0.69,1226.04,2.17,774.97
59,ROCm,MI355X,Qwen2.5-7B,4,32768,37888,3584,fp8,blockwise,PASS,6.24,1426.38,17.97,990.40
60,ROCm,MI355X,Qwen2.5-7B,4,32768,3584,18944,fp8,blockwise,PASS,3.37,1319.00,9.66,920.95
61,ROCm,MI355X,Qwen2.5-72B,1,8192,10240,8192,fp8,blockwise,PASS,0.96,1432.93,2.70,1019.84
62,ROCm,MI355X,Qwen2.5-72B,1,8192,8192,8192,fp8,blockwise,PASS,0.85,1296.44,2.17,1013.99
63,ROCm,MI355X,Qwen2.5-72B,1,8192,59136,8192,fp8,blockwise,PASS,6.07,1308.29,15.24,1041.66
64,ROCm,MI355X,Qwen2.5-72B,1,8192,8192,29568,fp8,blockwise,PASS,3.33,1190.99,7.63,1040.72
65,ROCm,MI355X,Qwen2.5-72B,2,16384,10240,8192,fp8,blockwise,PASS,1.94,1416.98,5.26,1044.92
66,ROCm,MI355X,Qwen2.5-72B,2,16384,8192,8192,fp8,blockwise,PASS,1.76,1251.23,4.26,1033.44
67,ROCm,MI355X,Qwen2.5-72B,2,16384,59136,8192,fp8,blockwise,PASS,11.90,1334.31,29.77,1066.41
68,ROCm,MI355X,Qwen2.5-72B,2,16384,8192,29568,fp8,blockwise,PASS,6.48,1224.44,14.99,1059.18
69,ROCm,MI355X,Qwen2.5-72B,4,32768,10240,8192,fp8,blockwise,PASS,3.75,1467.15,10.61,1036.25
70,ROCm,MI355X,Qwen2.5-72B,4,32768,8192,8192,fp8,blockwise,PASS,3.46,1269.73,8.57,1026.24
71,ROCm,MI355X,Qwen2.5-72B,4,32768,59136,8192,fp8,blockwise,PASS,22.83,1390.55,60.46,1050.20
72,ROCm,MI355X,Qwen2.5-72B,4,32768,8192,29568,fp8,blockwise,PASS,12.79,1240.73,31.26,1015.67
73,ROCm,MI355X,Mistral-7B,1,4096,6144,4096,fp8,blockwise,PASS,0.18,1168.90,0.46,901.05
74,ROCm,MI355X,Mistral-7B,1,4096,4096,4096,fp8,blockwise,PASS,0.18,771.24,0.35,790.93
75,ROCm,MI355X,Mistral-7B,1,4096,28672,4096,fp8,blockwise,PASS,0.72,1333.07,2.02,954.56
76,ROCm,MI355X,Mistral-7B,1,4096,4096,14336,fp8,blockwise,PASS,0.38,1262.66,1.09,885.78
77,ROCm,MI355X,Mistral-7B,2,8192,6144,4096,fp8,blockwise,PASS,0.31,1327.74,0.89,928.15
78,ROCm,MI355X,Mistral-7B,2,8192,4096,4096,fp8,blockwise,PASS,0.21,1281.54,0.60,912.69
79,ROCm,MI355X,Mistral-7B,2,8192,28672,4096,fp8,blockwise,PASS,1.34,1436.43,3.84,1002.58
80,ROCm,MI355X,Mistral-7B,2,8192,4096,14336,fp8,blockwise,PASS,0.81,1181.03,2.06,934.79
81,ROCm,MI355X,Mistral-7B,4,16384,6144,4096,fp8,blockwise,PASS,0.60,1364.10,1.78,925.35
82,ROCm,MI355X,Mistral-7B,4,16384,4096,4096,fp8,blockwise,PASS,0.42,1300.55,1.25,877.69
83,ROCm,MI355X,Mistral-7B,4,16384,28672,4096,fp8,blockwise,PASS,2.57,1499.35,7.47,1029.92
84,ROCm,MI355X,Mistral-7B,4,16384,4096,14336,fp8,blockwise,PASS,1.63,1178.12,3.94,976.22
